geneENSTID	geneName	geneEntrezID	geneUniProtID
ENSMUSG00000029368	Alb	11657	P07724
ENSMUSG00000020431	Adcy1	432530	O88444
ENSMUSG00000024354	Slc23a1	20522	Q9Z2J0
ENSMUSG00000022956	Atp5o	28080	Q9DB20
ENSMUSG00000032274	Cyp19a1	13075	P28649
ENSMUSG00000060376	Bckdha	12039	
ENSMUSG00000039682	Lap3	66988	Q9CPY7
ENSMUSG00000041608	Entpd3	215446	
ENSMUSG00000030730	Atp2a1	11937	Q8R429
ENSMUSG00000042557	Sin3a	20466	Q60520
ENSMUSG00000002289	Angptl4	57875	Q9Z1P8
ENSMUSG00000021936	Mapk8	26419	Q91Y86
ENSMUSG00000055629	B4galnt4	330671	Q766D5
ENSMUSG00000019834	Slc22a16	70840	Q497L8
ENSMUSG00000003099	Ppp5c	19060	Q60676
ENSMUSG00000051306	Usp42	76800	B2RQC2
ENSMUSG00000028378	Ptgr1	67103	Q91YR9
ENSMUSG00000001403	Ube2c	68612	Q9D1C1
ENSMUSG00000022241	Tars	110960	Q9D0R2
ENSMUSG00000020089	Ppa1	67895	Q9D819
ENSMUSG00000074064	Mlycd	56690	Q99J39
ENSMUSG00000055493	Epm2a	13853	Q9WUA5
ENSMUSG00000029577	Ube3b	117146	Q9ES34
ENSMUSG00000018501	Ncor1	20185	
ENSMUSG00000052798	Nup107	103468	Q8BH74
ENSMUSG00000035780	Ugt2a3	72094	Q8BWQ1
ENSMUSG00000023942	Slc29a1	63959	Q9JIM1
ENSMUSG00000026853	Crat	12908	P47934
ENSMUSG00000000628	Hk2	15277	O08528
ENSMUSG00000032571	Pik3r4	75669	Q8VD65
ENSMUSG00000039720	Got1l1	76615	Q7TSV6
ENSMUSG00000038507	Parp12	243771	Q8BZ20
ENSMUSG00000030002	Dusp11	72102	Q6NXK5
ENSMUSG00000063931	Pepd	18624	Q11136
ENSMUSG00000031506	Ptpn7	320139	Q8BUM3
ENSMUSG00000038861	Pi4kb	107650	Q8BKC8
ENSMUSG00000002012	Pnck	93843	Q9QYK9
ENSMUSG00000031481	Tpte	234129	
ENSMUSG00000026023	Cdk15	271697	Q3V3A1
ENSMUSG00000034055	Phka1	18679	P18826
ENSMUSG00000066442	Mthfs	107885	Q9D110
ENSMUSG00000030894	Tpp1	12751	O89023
ENSMUSG00000023868	Pde10a	23984	Q8CA95
ENSMUSG00000029060	Mib2	76580	Q8R516
ENSMUSG00000031352	Hccs	15159	P53702
ENSMUSG00000028538	St3gal3	20441	P97325
ENSMUSG00000030307	Slc6a11	243616	P31650
ENSMUSG00000038732	Mboat1	218121	Q8BH98
ENSMUSG00000003865	Gys1	14936	Q9Z1E4
ENSMUSG00000046709	Mapk10	26414	
ENSMUSG00000021959	Lats2	50523	Q7TSJ6
ENSMUSG00000053141	Ptprt	19281	Q99M80
ENSMUSG00000079557	Marchf2	224703	Q99M02
ENSMUSG00000030762	Aqp8	11833	P56404
ENSMUSG00000038372	Gmds	218138	Q8K0C9
ENSMUSG00000026737	Pip4k2a	18718	O70172
ENSMUSG00000060860	Ube2s	77891	Q921J4
ENSMUSG00000041180	Hectd2	226098	Q8CDU6
ENSMUSG00000025002	Cyp2c55	72082	Q9D816
ENSMUSG00000021917	Spcs1	69019	Q9D958
ENSMUSG00000030500	Slc17a6	140919	
ENSMUSG00000028949	Smarcd3	66993	Q6P9Z1
ENSMUSG00000037851	Iars	105148	Q8BU30
ENSMUSG00000029484	Anxa3	11745	O35639
ENSMUSG00000078365	Mos	17451	P00536
ENSMUSG00000022620	Arsa	11883	P50428
ENSMUSG00000023088	Abcc1	17250	O35379
ENSMUSG00000093954	Gm16867	100862085	Q920G8
ENSMUSG00000062044	Lmtk3	381983	
ENSMUSG00000043733	Ptpn11	19247	P35235
ENSMUSG00000028645	Slc2a1	20525	P17809
ENSMUSG00000004085	Map3k20	65964	Q9ESL4
ENSMUSG00000021978	Extl3	54616	
ENSMUSG00000026986	Hnmt	140483	Q91VF2
ENSMUSG00000079563	Pglyrp2	57757	Q8VCS0
ENSMUSG00000027010	Slc25a12	78830	Q8BH59
ENSMUSG00000020949	Fkbp3	30795	Q62446
ENSMUSG00000033352	Map2k4	26398	P47809
ENSMUSG00000038690	Atp5j2	57423	P56135
ENSMUSG00000023047	Amhr2	110542	Q8K592
ENSMUSG00000028691	Prdx1	18477	P35700
ENSMUSG00000052160	Pld4	104759	Q8BG07
ENSMUSG00000061436	Hipk2	15258	Q9QZR5
ENSMUSG00000037887	Dusp8	18218	O09112
ENSMUSG00000096438	Gapdh-ps15		
ENSMUSG00000025157	Zdhhc16	74168	Q9ESG8
ENSMUSG00000007591	Tssk4	71099	Q9D411
ENSMUSG00000032594	Ip6k1	27399	Q6PD10
ENSMUSG00000018160	Med1	19014	Q925J9
ENSMUSG00000024485	Slc4a9	240215	
ENSMUSG00000023156	Rpp14	109729085;67053	Q9CQH8
ENSMUSG00000005886	Ncoa2	17978	Q61026
ENSMUSG00000041975	Mettl8	228019	A2AUU0
ENSMUSG00000029727	Cyp3a13	13113	Q64464
ENSMUSG00000022589	Cyp11b2	13072	P15539
ENSMUSG00000030850	Ate1	11907	Q9Z2A5
ENSMUSG00000029098	Acox3	80911	Q9EPL9
ENSMUSG00000003153	Slc2a3	20527	P32037
ENSMUSG00000061589	Dot1l	208266	
ENSMUSG00000003402	Prkcsh	19089	O08795
ENSMUSG00000003810	Mast2	17776	
ENSMUSG00000063590	Slc22a28	434674	
ENSMUSG00000025915	Sgk3	170755	Q9ERE3
ENSMUSG00000071649	B3gat3	72727	P58158
ENSMUSG00000021069	Pygl	110095	Q9ET01
ENSMUSG00000027384	Ndufaf5	69487	A2APY7
ENSMUSG00000019893	Ros1	19886	Q78DX7
ENSMUSG00000048154	Kmt2d	381022	Q6PDK2
ENSMUSG00000049922	Slc35c1	228368	Q8BLX4
ENSMUSG00000011034	Slc5a1	20537	
ENSMUSG00000025240	Sacm1l	83493	Q9EP69
ENSMUSG00000027710	Acad9	229211	Q8JZN5
ENSMUSG00000027332	Ivd	56357	Q9JHI5
ENSMUSG00000034320	Slc26a2	13521	Q62273
ENSMUSG00000054408	Spcs3	76687	Q6ZWQ7
ENSMUSG00000033966	Cdkl4	381113	Q3TZA2
ENSMUSG00000047888	Tnrc6b	213988	Q8BKI2
ENSMUSG00000026553	Copa	12847	Q8CIE6
ENSMUSG00000063856	Gpx1	14775	P11352
ENSMUSG00000030729	Pgm2l1	70974	Q8CAA7
ENSMUSG00000041712	Ubr7	66622	Q8BU04
ENSMUSG00000031156	Slc35a2	22232	Q9R0M8
ENSMUSG00000022579	Gpihbp1	68453	Q9D1N2
ENSMUSG00000031378	Abcd1	11666	P48410
ENSMUSG00000039497	Dse	212898	Q8BLI4
ENSMUSG00000029238	Clock	12753	O08785
ENSMUSG00000003271	Sult2b1	54200;545963	O35400
ENSMUSG00000009876	Cox4i2	84682	Q91W29
ENSMUSG00000006386	Tek	21687	Q02858
ENSMUSG00000022299	Slc25a32	69906	Q8BMG8
ENSMUSG00000028435	Aqp3	11828	Q8R2N1
ENSMUSG00000031170	Slc38a5	209837	Q3U1J0
ENSMUSG00000032290	Ptpn9	56294	O35239
ENSMUSG00000026189	Pecr	111175	Q99MZ7
ENSMUSG00000031808	Slc27a1	26457	Q60714
ENSMUSG00000032570	Atp2c1	235574	Q80XR2
ENSMUSG00000034206	Polq	77782	Q8CGS6
ENSMUSG00000023809	Rps6ka2	20112	Q9WUT3
ENSMUSG00000044005	Gls2	216456	Q571F8
ENSMUSG00000006269	Atp6v1b1	110935	
ENSMUSG00000031783	Polr2c	20021	P97760
ENSMUSG00000027971	Ndst4	64580	Q9EQW8
ENSMUSG00000044201	Cdc25c	12532	P48967
ENSMUSG00000037440	Vnn1	22361	Q9Z0K8
ENSMUSG00000035305	Ror1	26563	Q9Z139
ENSMUSG00000043207	Zmpste24	230709	Q80W54
ENSMUSG00000063065	Mapk3	26417	Q63844
ENSMUSG00000027035	Cers6	241447	Q8C172
ENSMUSG00000027070	Lrp2	14725	A2ARV4
ENSMUSG00000022821	Hgd	15233	O09173
ENSMUSG00000066071	Cyp4a12a	277753	Q91WL5
ENSMUSG00000059824	Dbp	13170	Q60925
ENSMUSG00000022209	Dhrs2	71412	
ENSMUSG00000018858	Mrpl58	68572	Q8R035
ENSMUSG00000024867	Pip5k1b	18719	P70181
ENSMUSG00000021360	Gcnt2	14538	P97402
ENSMUSG00000003617	Cp	12870	Q61147
ENSMUSG00000002413	Braf	109880	P28028
ENSMUSG00000031266	Gla	11605	P51569
ENSMUSG00000024066	Xdh	22436	Q00519
ENSMUSG00000005580	Adcy9	11515	P51830
ENSMUSG00000002825	Qtrt1	60507	Q9JMA2
ENSMUSG00000053746	Ptrh1	329384	Q8BW00
ENSMUSG00000090150	Acad11	102632	
ENSMUSG00000048439	Nupl2	231042	
ENSMUSG00000007682	Dio2	13371	Q9Z1Y9
ENSMUSG00000061742	Slc22a12	20521	
ENSMUSG00000069920	B3gnt9	97440	Q8VI16
ENSMUSG00000022517	Mgrn1	17237	Q9D074
ENSMUSG00000020258	Glyctk	235582	
ENSMUSG00000045994	B3gat1	76898	Q9CW73
ENSMUSG00000068587	Mgam	232714	
ENSMUSG00000039620	Trmt9b	319582	Q80WQ4
ENSMUSG00000028240	Cyp7a1	13122	Q64505
ENSMUSG00000001467	Cyp51	13121	Q8K0C4
ENSMUSG00000029781	Fkbp9	27055	Q9Z247
ENSMUSG00000028793	Rnf19b	75234	A2A7Q9
ENSMUSG00000042118	Bhmt2	64918	Q91WS4
ENSMUSG00000021565	Slc6a19	74338	Q9D687
ENSMUSG00000070880	Gad1	14415	P48318
ENSMUSG00000033107	Rnf125	67664	Q9D9R0
ENSMUSG00000028174	Rpe65	19892	Q91ZQ5
ENSMUSG00000029363	Rfc5	72151	Q9D0F6
ENSMUSG00000020451	Limk2	16886	O54785
ENSMUSG00000031383	Dusp9	75590	
ENSMUSG00000031845	Bco1	63857	Q9JJS6
ENSMUSG00000117310	Ptp4a1	19243	Q63739
ENSMUSG00000035936	Aldh5a1	214579	Q8BWF0
ENSMUSG00000028427	Aqp7	11832	O54794
ENSMUSG00000038023	Atp6v0a2	21871	P15920
ENSMUSG00000032849	Abcc4	239273	
ENSMUSG00000002204	Napsa	16541	O09043
ENSMUSG00000032350	Gclc	14629	P97494
ENSMUSG00000029084	Cd38	12494	P56528
ENSMUSG00000032607	Amt	434437	Q8CFA2
ENSMUSG00000061046	Haghl	68977	Q9DB32
ENSMUSG00000022546	Gpt	76282	Q8QZR5
ENSMUSG00000015787	Abo	80908	P38649
ENSMUSG00000104445	Rhbg	58176	Q8BUX5
ENSMUSG00000057406	Nsd2	107823	Q8BVE8
ENSMUSG00000037798	Mat1a	11720	Q91X83
ENSMUSG00000054509	Parp4	328417	E9PYK3
ENSMUSG00000026694	Eef1aknmt	71449	Q91YR5
ENSMUSG00000006517	Mvd	192156	Q99JF5
ENSMUSG00000028937	Acot7	70025	Q91V12
ENSMUSG00000029869	Ephb6	13848	O08644
ENSMUSG00000027198	Ext2	14043	P70428
ENSMUSG00000078798	Sult2a1	20859	P52843
ENSMUSG00000026272	Agxt	11611	O35423
ENSMUSG00000022253	Nadk2	68646	Q8C5H8
ENSMUSG00000024556	Me2	107029	Q99KE1
ENSMUSG00000058317	Ube2e2	218793	Q91W82
ENSMUSG00000031700	Gpt2	108682	Q8BGT5
ENSMUSG00000071866	Ppia	268373	P17742
ENSMUSG00000039307	Hexdc	238023	Q3U4H6
ENSMUSG00000023307	Marchf5	69104	Q3KNM2
ENSMUSG00000057280	Musk	18198	Q61006
ENSMUSG00000042105	Inpp5f	101490	Q8CDA1
ENSMUSG00000020646	Mboat2	67216	Q8R3I2
ENSMUSG00000023328	Ache	11423	P21836
ENSMUSG00000063354	Slc39a4	72027	Q78IQ7
ENSMUSG00000032417	Rwdd2a	69519	
ENSMUSG00000108841	Frmpd2	268729	
ENSMUSG00000036840	Siah1a	20437	P61092
ENSMUSG00000030061	Uba3	22200	Q8C878
ENSMUSG00000019927	Ube2d1	216080	P61080
ENSMUSG00000050697	Prkaa1	105787	Q5EG47
ENSMUSG00000037643	Prkci	18759	Q62074
ENSMUSG00000025993	Slc40a1	53945	Q9JHI9
ENSMUSG00000020366	Mapk9	26420	Q9WTU6
ENSMUSG00000021125	Arg2	11847	O08691
ENSMUSG00000022476	Polr3h	78929	Q9D2C6
ENSMUSG00000026829	Gbgt1	227671	Q8VI38
ENSMUSG00000037487	Ubr5	70790	
ENSMUSG00000020534	Shmt1	20425	P50431
ENSMUSG00000005686	Ampd3	11717	O08739
ENSMUSG00000026437	Cdk18	18557	Q04899
ENSMUSG00000050663	Trhde	237553	Q8K093
ENSMUSG00000031930	Wwp2	66894	Q9DBH0
ENSMUSG00000045102	Poln	272158	
ENSMUSG00000050796	B3galt6	117592	Q91Z92
ENSMUSG00000034160	Ogt	108155	Q8CGY8
ENSMUSG00000020826	Nos2	18126	P29477
ENSMUSG00000071657	Bscl2	14705	Q9Z2E9
ENSMUSG00000074207	Adh1	11522	P00329
ENSMUSG00000062234	Gak	231580	
ENSMUSG00000050856	Atp5k	11958	Q06185
ENSMUSG00000040907	Atp1a3	232975	Q6PIC6
ENSMUSG00000040127	Sdr9c7	70061	Q8K3P0
ENSMUSG00000031751	Amfr	23802	Q9R049
ENSMUSG00000010914	Pdhx	27402	Q8BKZ9
ENSMUSG00000033318	Gstt2	14872	Q61133
ENSMUSG00000025481	Urah	76974	Q9CRB3
ENSMUSG00000020572	Nampt	59027	Q99KQ4
ENSMUSG00000037341	Slc9a7	236727	Q8BLV3
ENSMUSG00000030825	Hsd17b14	66065	
ENSMUSG00000039725	Trp53rka	381406	
ENSMUSG00000031710	Ucp1	22227	P12242
ENSMUSG00000100153	Ppp1ccb	434233	
ENSMUSG00000037953	A4gnt	333424	Q14BT6
ENSMUSG00000062369	Usp17lb	381944	E9Q9U0
ENSMUSG00000020889	Nr1d1	217166	Q3UV55
ENSMUSG00000026895	Ndufa8	68375	Q9DCJ5
ENSMUSG00000033021	Gmppa	69080	Q922H4
ENSMUSG00000026643	Nmt2	18108	O70311
ENSMUSG00000015970	Chdh	218865	Q8BJ64
ENSMUSG00000030688	Stard10	56018	Q9JMD3
ENSMUSG00000074254	Cyp2a4	13086	P15392
ENSMUSG00000008435	Rdh13	108841	Q8CEE7
ENSMUSG00000028630	Dyrk2	69181	Q5U4C9
ENSMUSG00000024501	Dpysl3	22240	Q62188
ENSMUSG00000026576	Atp1b1	11931	P14094
ENSMUSG00000075543	Urad	231903	Q283N4
ENSMUSG00000021236	Entpd5	12499	Q9WUZ9
ENSMUSG00000001642	Akr1b3	11677	P45376
ENSMUSG00000051062	Fbll1	237730	Q80WS3
ENSMUSG00000024260	Sap130	269003	Q8BIH0
ENSMUSG00000001924	Uba1	22201	Q02053
ENSMUSG00000023977	Ubr2	224826	Q6WKZ8
ENSMUSG00000021311	Mtr	238505	A6H5Y3
ENSMUSG00000039458	Mtmr12	268783	Q80TA6
ENSMUSG00000009828	Cilk1	56542	Q9JKV2
ENSMUSG00000020264	Slc36a2	246049	Q8BHK3
ENSMUSG00000022751	Nit2	52633	Q9JHW2
ENSMUSG00000006095	Tbcb	66411	Q9D1E6
ENSMUSG00000031805	Jak3	16453	
ENSMUSG00000029762	Akr1b8	14187	P45377
ENSMUSG00000004789	Dlst	78920	Q9D2G2
ENSMUSG00000028032	Papss1	23971	Q60967
ENSMUSG00000022351	Sqle	20775	P52019
ENSMUSG00000024411	Aqp4	11829	P55088
ENSMUSG00000036298	Slc2a13	239606	Q3UHK1
ENSMUSG00000032908	Sgpp2	433323	Q810K3
ENSMUSG00000016933	Plcg1	18803	Q62077
ENSMUSG00000027774	Gfm1	28030	Q8K0D5
ENSMUSG00000022210	Dhrs4	28200	Q99LB2
ENSMUSG00000029467	Atp2a2	11938	O55143
ENSMUSG00000039105	Atp6v1g1	66290	Q9CR51
ENSMUSG00000020000	Moxd1	59012	Q9CXI3
ENSMUSG00000003072	Atp5d	66043	Q9D3D9
ENSMUSG00000027379	Bub1	12235	
ENSMUSG00000059040	Eno1b	433182	P17182
ENSMUSG00000091896	Ube2d2a	56550	P62838
ENSMUSG00000021748	Pdhb	68263	Q9D051
ENSMUSG00000017176	Nt5c3b	68106	Q3UFY7
ENSMUSG00000024811	Tnks2	74493	Q3UES3
ENSMUSG00000028247	Coq3	230027	Q8BMS4
ENSMUSG00000032440	Tgfbr2	21813	Q62312
ENSMUSG00000059743	Fdps	110196	Q920E5
ENSMUSG00000022742	Cpox	12892	P36552
ENSMUSG00000023953	Polh	80905	Q9JJN0
ENSMUSG00000035057	Mgat4d	67555	Q9D4R2
ENSMUSG00000028164	Manba	110173	
ENSMUSG00000090112	Shprh	268281	Q7TPQ3
ENSMUSG00000034707	Gns	75612	Q8BFR4
ENSMUSG00000028360	Slc44a5	242259	Q5RJI2
ENSMUSG00000021460	Auh	11992	
ENSMUSG00000022383	Ppara	19013	P23204
ENSMUSG00000026429	Ube2t	67196	Q9CQ37
ENSMUSG00000024207	Acsbg2	328845	Q2XU92
ENSMUSG00000024824	Rad9a	19367	Q9Z0F6
ENSMUSG00000013584	Aldh1a2	19378	Q62148
ENSMUSG00000064368	mt-Nd6	17722	P03925
ENSMUSG00000019795	Pcmt1	18537	
ENSMUSG00000068205	Macrod2	72899	Q3UYG8
ENSMUSG00000018405	Mrm1	217038	Q99J25
ENSMUSG00000026520	Pycr2	69051	Q922Q4
ENSMUSG00000004565	Pnpla6	50767	Q3TRM4
ENSMUSG00000031903	Pla2g15	192654	Q8VEB4
ENSMUSG00000044231	Nhlrc1	105193	Q8BR37
ENSMUSG00000089960	Ugt1a1	394436	Q63886
ENSMUSG00000020636	Allc	94041	Q9JHX6
ENSMUSG00000074916	Chst14	72136	Q80V53
ENSMUSG00000055681	Cope	59042	O89079
ENSMUSG00000041771	Slc24a4	238384	Q8CGQ8
ENSMUSG00000030867	Plk1	18817	Q07832
ENSMUSG00000039865	Slc44a3	213603	Q921V7
ENSMUSG00000014245	Pigl	327942	Q5SX19
ENSMUSG00000022220	Adcy4	104110	Q91WF3
ENSMUSG00000024885	Aldh3b1	67689	Q80VQ0
ENSMUSG00000020649	Rrm2	20135	P11157
ENSMUSG00000002588	Pon1	18979	P52430
ENSMUSG00000028494	Plin2	11520	P43883
ENSMUSG00000020115	Tbk1	56480	Q9WUN2
ENSMUSG00000059336	Slc14a1	108052	Q8VHL0
ENSMUSG00000050860	Phospho1	237928	Q8R2H9
ENSMUSG00000025509	Pnpla2	66853	Q8BJ56
ENSMUSG00000039357	Fut11	73068	Q8BHC9
ENSMUSG00000030674	Qprt	67375	Q91X91
ENSMUSG00000079260	Tmppe	100504715	
ENSMUSG00000006345	Ggt1	14598	Q60928
ENSMUSG00000020718	Polg2	50776	Q9QZM2
ENSMUSG00000025091	Pnliprp2	18947	P17892
ENSMUSG00000052562	Slc22a30	319800	
ENSMUSG00000029136	Rbks	71336	Q8R1Q9
ENSMUSG00000031373	Car5b	56078	Q9QZA0
ENSMUSG00000020333	Acsl6	216739	Q91WC3
ENSMUSG00000026707	Nsun6	74455	Q7TS68
ENSMUSG00000032185	Carm1	59035	Q9WVG6
ENSMUSG00000022464	Slc38a4	69354	Q8R1S9
ENSMUSG00000027030	Stk39	53416	Q9Z1W9
ENSMUSG00000024588	Fech	14151	
ENSMUSG00000026192	Atic	108147	Q9CWJ9
ENSMUSG00000027261	Hao1	15112	Q9WU19
ENSMUSG00000032293	Ireb2	64602	Q811J3
ENSMUSG00000029319	Coq2	71883	Q66JT7
ENSMUSG00000024803	Ankrd1	107765	Q9CR42
ENSMUSG00000046949	Nqo2	18105	Q9JI75
ENSMUSG00000026834	Acvr1c	269275	Q8K348
ENSMUSG00000041566	Tssk1	22114	Q61241
ENSMUSG00000061904	Slc25a3	18674	Q8VEM8
ENSMUSG00000064090	Vrk2	69922	Q8BN21
ENSMUSG00000029330	Cds1	74596	P98191
ENSMUSG00000040746	Rnf167	70510	Q91XF4
ENSMUSG00000019838	Slc16a10	72472	Q3U9N9
ENSMUSG00000024234	Mtpap	67440	Q9D0D3
ENSMUSG00000060477	Irak2	108960	Q8CFA1
ENSMUSG00000036282	Naa30	70646	Q8CES0
ENSMUSG00000022142	Nup155	170762	Q99P88
ENSMUSG00000089943	Ugt1a5	394433	
ENSMUSG00000010755	Cars	27267	Q9ER72
ENSMUSG00000048550	Thnsl1	208967	Q8BH55
ENSMUSG00000027528	Fabp9	21884	O08716
ENSMUSG00000029521	Chek2	50883	Q9Z265
ENSMUSG00000036504	Phpt1	75454	Q9DAK9
ENSMUSG00000022814	Umps	22247	P13439
ENSMUSG00000030058	Copg1	54161	Q9QZE5
